EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	TRAIN_PRECISION	TRAIN_RECALL	TRAIN_F1	TRAIN_ACCURACY	TEST_LOSS	TEST_PRECISION	TEST_RECALL	TEST_F1	TEST_ACCURACY
1	14:06:24	0	1.0000	2.6282609280505382	0.3513	0.3513	0.3513	0.3513	2.619611978530884	0.3168	0.3168	0.3168	0.3168
