EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1	DEV_ACCURACY
1	22:40:29	0	0.0100	0.4257768312665316	0.16534335911273956	0.0	0.0	0.0	0.0
2	22:41:02	0	0.0100	0.26493332622256255	0.16021223366260529	0.0	0.0	0.0	0.0
